Author;Date;Reaction;Comment
Fatima mabrouk;الجمعة 24 نونبر 2023 - 23:05;2;"نحن مع الاستاد مهما كانت الظروف لان لولا الاستاذ لما كتبت هده الاسطر من علمني حرفا صرت له عبدا
فكيف انكر واتنكر له"
ياسين;الجمعة 24 نونبر 2023 - 23:08;-8;لماذا لم تكن هناك محادثات بين الحكومة والأساتذة في العطلة الصيفية …كي نتجنب اهدار الزمن المدرسي…. اتمنى الا توافق الحكومة على مطالبهم لانهم السبب الرئيسي في تدني مستوى التلاميذ…. وهذا بشهادة دولية وبشهادة الوزير..فالمدرسة العمومية تحتل المرتبة ماقبل الاخيرةعالميا..فكيف نرجو خيرا منهم ..فاقد الشيء لا يعطيه
rahwani;الجمعة 24 نونبر 2023 - 23:11;7;هذا ما يناهز شهر أو أكثر و تلاميذ التعليم العمومي لا يدرسون شيئا بسبب إضراب أغلبية الأساتذة ، و هم ضحية مشكل ليس لهم لا ناقة فيه و لا جمل كما يقال . وهذا لا ينطبق فقط على هذه السنة ، فمنذ 2016 التي تخرج فيها أول فوج لأساتذة التعاقد ، و الإضرابات لا تتوقف لأغلبية الأساتذة ، والنتيجة : الحصول على تلاميذ لا يتقنون لا الكتابة و لا القرائة ، سواء باللغة العربية أو باللغة الفرنسية ، و معلوماتهم في المواد العلمية ضعيفة جدا .
استاذ;الجمعة 24 نونبر 2023 - 23:18;6;إذا لم يتم الاقتطاع سيتم تعويض جميع أيام الإضرابات ولو اضطررنا لإلغاء العطل، أما إذا تم الإقتطاع فإنه كما قال آكل السحت الأجرة مقابل العمل، لن يكون هناك تعويض…
اطفال الناس خطوط حمراء،،،،،،،،،;الجمعة 24 نونبر 2023 - 23:22;-7;نرفظ جميع النقبات والاساتدة ان يتكلمو باسم اطفالنا،في اجتماعتهم،ويجعلون ابنائنا في الصفوف الامامية ورهائن،لمصلحتهم ،ونرفظ كدالك التسوول بابنائنا،،،،تكلمو باسم اطفالكم،،واطفال الناس خطوط حمراء،،،،والسلام
Oum أمّ;الجمعة 24 نونبر 2023 - 23:22;4;مع التلميذ.لا لجعله رهينة.لا لة زينة وزادها نور الحمام.
عالمكشوف;الجمعة 24 نونبر 2023 - 23:26;-15;نتمنى ألا يتم إسقاط النظام الأساسي الذي يخدم مصلحة التلميد. نظام اساسي سيكشف الأساتذة الذين يمددون فترة الاستراحة حسب هواهم. والأساتذة الذين يحصدون الشهادات الجامعية عن طريق الشواهد الطبية و إهمال التلاميذ. وسيكشف ايضا الأساتذة الذين يتخدون التعليم العمومي متنفسا لشحن الطاقة وتفريغها مساءا في القطاع الخاص و الساعات الإضافية. بينما سيحصل الأساتذة الشرفاء المجدون على 10 ٱلاف درهم كمنحة سنوية
للأسف;الجمعة 24 نونبر 2023 - 23:35;4;على الحكومة أن تقدم الحلول في أقرب وقت و أن تتفاعل بالسرعة و الفعالية التي تتناسب و ما يجري فعليا على الساحة فواقع الحال يقول: تم إحراق قوارب العودة و لا بديل عن إسقاط النظام الأساسي و معه مطالب عمرت لسنين تحتاج إلى الحسم
لا لتسوول ،بتلاميد الابرياء;الجمعة 24 نونبر 2023 - 23:42;-3;لا لتسوول بابنائنا في الشوارع،بشعارتكم،،واجتماعتكم،الخاوية،،،
hajjiibenn;الجمعة 24 نونبر 2023 - 23:54;2;"اي يوم اضراب يتم الاقتطاع من احور المضربين…
لدلك لا يمكن تعويضه لانه تم اقتطاع اجره"
wissam;الجمعة 24 نونبر 2023 - 23:57;3;الحل بيد الحكومة تسحب النظام الاساسي وترجع للحوار والسلام
ام غاضبة;السبت 25 نونبر 2023 - 00:04;-7;الله ياخذ فيكم الحق بجوج الأساتذة و الحكومة وضعتم اطفالنا لعبة بين ايديكم حسبي الله و نعم الوكيل فيكم
هبة;السبت 25 نونبر 2023 - 00:36;3;الله ياخد الحق فيمن ساهم في هذا اما الاشتاذ،هو ايضا له ابناء وهم ايضا ضاىعون لا للانانية
Ahmed;السبت 25 نونبر 2023 - 00:57;2;لي عيا مابغاش يخدم يدير المغادرة الطوعية…..ويخلي لي بغا يخدم راه التلاميذ ضاعوا بمعنى الكلمة.
سعيد;السبت 25 نونبر 2023 - 07:44;1;جميع ابناء هاد المسؤولين ف الحكومة تيقولو ف بعتات او مدارس خاصة فكيف يعقل ان يهتم بالمدرسة العمومية وهم اغلبيتهم لم يلجو هده المدارس ولا يعرفونها
بارقي;السبت 25 نونبر 2023 - 09:27;-4;عيب وعار على من يعتبر قدوة في المجتمع أن يكون سببا في هدر الزمن المدرسي ويضيع الأمانة ويعتبر نفسه مدافعا عن الحق وهو أول من يدعم باطل ما يسمى بالتنسيقيات، لم أضرب ولله الحمد ليوم واحد ولن أضرب سواء أعجبني النظام أو لا لأنها ليست مسؤوليتي، ويوم أجد نفسي غير مرتاح في مهنتي سوف أغيرها ولكن لن يكون على مصلحة الأطفال ولن أكون سببا في زعزعة استقرار الوطن،لأن وطني من أغلى ما عندي.
حسن;السبت 25 نونبر 2023 - 09:54;3;أعتقذ أن تعويض الاباء لتدريس ابنائهم في خصوصي هو أفضل حل إذن أرى أن الحكومة من واجبها اعلان سنة بيضاء وإعلان نهاية اتعليم العمومي و احالة كل العاملين به على التقاعد و كراء المدارس للخواص و تعويض الاباء مباشرة
yas;السبت 25 نونبر 2023 - 10:39;1;وزير التربية من يتحمل المسؤولية في الاضرابات وضياع التلاميذ .لأنه عاجز عن ايجاد الحلول للقطاع اسوة بقطاعات أخرى
أمين;السبت 25 نونبر 2023 - 11:04;4;إلى ” الأستاذ ” بارقي .. العيب والعار الكبير هو أنك درست 4 سنوات فوق الباك .. وسنة تكوين .. وفي آخر المطاف تعامل بصفة موارد بشرية .. تعيين بمناطق نائية .. العمل في ظروف قاسية .. بأجر لا يتجاوز 5000 درهم ..!!! ومنذ 2011 والأساتذة يعانون في صمت والدراسة مستمرة ولا واحد التفت إلى مطالبهم البسيطة والقانونية مقارنةً مع ما يرونه من حقوق موظفين في وزارات أخرى .. كل وزارة جات كتعفس عليهم حقها .. حتى لهاذ الوزارة الحالية بغات تحبس فيهم النفس بإضافة 14 ديال العقوبات الجزرية المجحفة ..!!! ولما طفح بهم الكيل جراء غلاء المعيشة الصارخ , حاولوا ممارسة حقهم الدستوري في الإضراب كسائر البشر .. فووجهو بالقمع والإقتطاع من هاذيك ال 5000 درهم .. و اتهموا ظلماً بال ” متسولين ” و بأخذ التلاميذ كرهائن مقبل أغراضهم الشخصية ..!! هل هذا حق آالسي بارقي ؟؟؟؟؟؟؟؟؟؟
فلكي;السبت 25 نونبر 2023 - 12:41;-1;عيب وعار الناس تتحدث عن وسيلة للخروج من الأزمة وبعض المنتمين إلى التعليم ينتحلون صفة أولياء التلاميذ ويخرضون على القتنة عن أي تعويض يتحدتون في الأيام. العادية ليست هناك دراسة بفعل الغيابات والشاهد الطبية والتمارض حتى كسلط عليهم الله المرض نيت
lam;السبت 25 نونبر 2023 - 13:06;1;يجب ان يكون حل الوسط لانا أبناءنا في خطر حداري البنية التحتية تتضمر
رشيد41;السبت 25 نونبر 2023 - 13:27;-1;"إن طلب الفيدرالية الوطنية لجمعيات آباء وأمهات وأولياء تلامذة المغرب مستحسن وسليم عندما توجهه إلى الحكومة لأن الحل بيد الحكومة. لكنه معابا ولا يستقيم أخلاقيا أن توجهه إلى النقابات لأن الحل ليس بيدها، ولهذا السبب تحديدا وبخلاف الأمر مع الحكومة ليس لأصحاب هذا الطلب الحق بأن يفترضوا في
النقابات سوء النية وعدم الصدق وعدم النزاهة."
تلميذة في المدرسة العمومية;السبت 25 نونبر 2023 - 16:22;0;اريد انا ادرس هاذ الاضراب وقفنا عن الدراسة والاباء كيجريو فالشمس واش هادشي عاجبكم
معني;السبت 25 نونبر 2023 - 17:44;-2;مادام احتجاج اباء وامهات التلاميذ فاترا ولا يشكل اي ضغط على الحكومة فاعلم ان حل هذا المشكل لن يجد حلا وسيدوم لشهور قادمة
إلى امين;السبت 25 نونبر 2023 - 20:59;-1;الاستاذ عندما يقضي 6سنوات من الخدمة له الحق في اجتياز الإمتحان المهني الدرجة الأولى ويصبح راتبه 8000 درهم اذن لا داعي للكذب
Author;Date;Reaction;Comment
معلق;الخميس 2 نونبر 2023 - 20:03;89;واش أعباد الله هاد البلاد ما فيهاش عقلاء لي يدخلوا ويردوا الأمور إلى نصابها، راه ما يمكنش هادو كاملين يكونو غالطين والحكومة هي لي على صواب، بالله عليكم واش هاد الحكومة تهمها مصلحة التلميذ، وهي ما مسوقاش والقطاع كيغلي ومفتوح على جميع الاحتمالات، وأكثر من ذلك عوض تقلب على الحل باغيين يزيدو الزيت على النار بالسرقة من الأجور الهزيلة ديال الأساتذة واش هكا كتحل الأمور يا حكومة الباطرونا، ولا ولفتو تحرثوا على عباد الله فالشركات والمعامل ديالكم وبنادم مسكين خانع وقابل على العبودية ديالكم، إوا أسيدي هذا راه التعليم ماشي الشركات، غي طيحوا للأرض وديرو حل، والحل راه واضح بجرة قلم، سحب النظام الأساسي، وحوار جديد بلا تنوعير بلا كواليس، والسلام…
nawaf;الخميس 2 نونبر 2023 - 20:08;-74;"عن اي تصعيد تتحدثون. السنة الدراسية شبه انتهت و تنتضر فقط الاعلان عن سنة بيضاء. بالنسبة للمدرسين كل واحد له مطلب وكل يغني على ليلاه و يستلمون رواتبهم كاملة و لهم مطلب آخر هو عدم الاقتطاع من الراتب في حالة تسوية الاوضاع.
يجب البحث عن حل لا يشمل تركيبة هيأة التدريس الحالية و ضعها خارج الخسابات و الاعتماد على التعاقد من خارج الوطن و تكوين اطر جديدة و ادماجها و ضع مخطط صارم قصير المدى يراعي تمرد و طغيان هيأة التدريس بالمغرب و ضع حد نهائي لمشاكسة مخططات الدولة."
Doc;الخميس 2 نونبر 2023 - 20:09;-76;"راسلت وزارة التربية الوطنية والتعليم الأولي والرياضة، بشكل رسمي، خزينة المملكة للبدء في اقتطاعات من أجور الأساتذة المضربين عن العمل، مطبقة مبدأ “الأجر مقابل العمل”.
لي ماعندوش باش يقريو ولادو في بريفي راه حصل مع مجموعة من الأنانيين لي همهم الفلوس ومع حكومة ضصراتهم,الحمد لله أن الثلث لي داير إضراب"
من اولاد الشعب;الخميس 2 نونبر 2023 - 20:12;-60;مالكو مبغيتو تحشمو وشكون بزز عليكم اللي معحبوش الحال اقدم الاستقالة ديالو بلا ميضيع ولاد الشعب
الفاسي;الخميس 2 نونبر 2023 - 20:12;-38;قرار شجاع من الحكومة و (الدولة) بجعل أدنى أحر فالوظيفة العمومية هو 8000 درهم سواء للموظفين او المستخدمين
أم سلمى;الخميس 2 نونبر 2023 - 20:13;43;الوقت يداهم المتعلمين ولم نعد نثق في القرارات التي تتخدها الحكومة لأنها تتجاهل مصلحة المتعلمين ومازالت متعنتة وترفض التنازل للأساتذة عن حقوقهم ليرجعوا إلى فصولهم وإلى عملهم.
بشير;الخميس 2 نونبر 2023 - 20:14;37;نظام مشؤوم رفضه رجال ونساء التعليم قاطبة ويطالبون بسحبه أما الحكومة فهي تناور من أجل ربح الوقت وغير مهتمة بضياع الزمن المدرسي نتيجة الاضطرابات المتتالية ، ربح الوقت أطول مدة ممكنة . أما الحالة المادية لأسرة التعليم واما التلميذ فهما ليس من أولويات حكومتنا الموقرة .
ارجعو حق المظلومين;الخميس 2 نونبر 2023 - 20:14;39;لمذا لم تتعاملون مع جميع موضفين الدولة بيما فهم الأمن والدرك والجنود والقضاء كما تعاملهم مع الاساتدة حتى هما خدموهوم بالتعاقد ،أليس هو وطن للجميع !!!!لقد دمرتم التعليم الذي هو اساس المجتمع،طوبا لي اللوبي الخاص مزيد من استنزاف جيوب أولياء التلاميذ
معلق;الخميس 2 نونبر 2023 - 20:14;28;ماشي مشكيل هي زيدو صعدو واش ولد بنموسا قيقرا في العمومي ولادهم كلهم قيقراو شي في الخارج شي مدارس خصوصية شي في مدارس أجنبية لايهمهم ولد الشعب اللذي يجلس في انتظار الاستاذ وانتم تعلمون ما يجري في محيط المدرسة نحن وابناءنا نعاني من توالي الاضرابات والحكومة في سباة عميق ولكن دارتها المادة ولحاصول لعندو لفلوس يقري ولدو في موريال في كندا بش ينجح في المحامات لا حول ولا قوة إلا بالله العلي العظيم.
fidel marocain;الخميس 2 نونبر 2023 - 20:21;-36;الأساتذة أصبحوا يبتزون الدولة منذ سنين ولا نرى اضرابات كل سنة الا في ميدان التعليم رغم ان اجرتهم مثل باقي أجور الموظفين ولهم عطل كثيرة ومزايا ليست عند الكثيرين. اظن ان اذا كانت لهم مطالب فهناك طرق كثيرة للاحتجاج واسماع صوتهم اما الاضرابات لأيام فلا .فلا يضيع الا أطفال المغرب.يجب اقتطاع الغيابات وطرد من لايشتغل كفى عبثا
محالش;الخميس 2 نونبر 2023 - 20:23;-39;ضسرو بزاف تفوق لقياس هاذ الناس امحالش واش ناس
أب استاذ;الخميس 2 نونبر 2023 - 20:28;29;إلى الأمام يا أبناءنا الأعزاء لن نخذلكم وسنخرج معكم في مسيرات كبرى إلى الشارع نؤيدكم و نندد بالتعسف الوزاري الذي طال أبناءنا على يد ابن موسى وزير الداخلية الأسبق وتحمله مسؤولية ما ستؤول إليه الأوضاع مستقبلا.
أب تلميذ;الخميس 2 نونبر 2023 - 20:58;25;انا ابب تلميذ بالمدرسة العمومية أعاني ما يعانيه كل الآباء والأمهات من هذه الأزمة التي افتعلها وزير التربية الوطنية السيد ابن موسى لحاجة في نفسه قضاها نحن ضحايا هذا القرار التعسفي في حق فلذات أكبادنا نتوجه إلى صاحب الجلالة لكي يتدخل من أجل إنقاذ المدرسة العمومية والنقاد أبناءنا من العدوان الصريح الممنهج من لذن وزير التربية الوطنية . ابناؤنا سيشردون سينحرفون سيصبحون شماكريا بسبب سياسة هذا الوزير المتعنث. الملك هو رأس السلطة في المملكة المغربية نرجوه التدخل .
استاذ;الخميس 2 نونبر 2023 - 20:58;-17;لولا خذلان الاكاديميات المشغلة والتي لم تقتطع لهم حينما تغيبوا لمدة شهرين كاملين متتابعين لولا خذلان المسؤولين لأبناء الشعب لما تمادى قطيع المتقاعسين المتعاقدين الفوضويين في الإضراب المتقاعسين الذين اعتدوا على الملايين من التلاميذ بمستواهم الضعيف وبالاضرابات وفي اخر السنة ينفخون النقط.
جند الوطن;الخميس 2 نونبر 2023 - 21:03;-17;"هناك آلاف من رجال الدرك و الشرطة و الجيش من صحة عسكرية و بحرية ملكية و قوات جوية لهم دبلومات جامعية و لهم مهارات تكوينية و علمية جد عالية مستعدون لسد الخصاص في قطاع التعليم الحيوي ، و كما عودوا المغاربة في تدخلاتهم وقت الشدائد من الحروب و الزلازل و النكبات، فإنهم مستعدون لتلبية نداء الوطن في هذه الظروف التي تمس فلذات أكبادنا جميعا….لأنهم ببساطة تربوا على الصدق و الإخلاص و التفاني في سبيل الوطن ، فلا يعرفون معنى الإضراب و لا يتقنون غير الجدية و الإنضباط.
رسالة عاجلة إلى من له غيرة و خاصة وزارة التربية والتعليم و الرياضة"
Abdelhak;الخميس 2 نونبر 2023 - 21:19;-14;لو كانوا رجال التعليم تهمهم مصلحة الشعب وأبناء الشعب وهو تكوين جيل واع ومثقف وليس جاهل كما يريدون لما قاموا بإضرابات متتالية وعشوائية هناك طرق حضارية للمطالبة بالمستحقات اللازمة. بزاف عليكم تفهمو معنى تقريو ولاد الشعب بتمغرابيت.
منطق;الخميس 2 نونبر 2023 - 21:37;-12;"البركة فاليوتيوب
أيام الجائحة قريناهم عن بعد و فشلنا
اليوتيوب و الذكاء الاصطناعي حررنا من التبعية للتمدرس بالمؤسسات التعليمية التي تعد حيطان
أتمنى من الكل أن يستغلوا ما جادت به الظرفية و يلقنوا أبناءهم التربية و التعليم في كنفهم و الله الغني
قم للمعلم و فه…. أي معلم
اللهم ارحم موتانا و موتى المسلمين"
متتبع;الخميس 2 نونبر 2023 - 21:44;6;نطالب السيد الوزير بحل الأزمة التي افتعلها في أسرع وقت مثلما كان سريعا في أجرأة الإقتطاع.
منطق;الخميس 2 نونبر 2023 - 22:00;5;"التعليم
النعليم
التعليم
التربية
من يسبق؟!!
إن كان التعليم يسبق التربية فالمعلم وجب عليه أ ن يسبق التربية و التعليم و ليعتبرها مهنة نبيلة
و سأوفيه التبجيلااااااا أخطر من الجهل الجهل بعينه أين تدرسون أبناءكم يا رسل؟!!!"
Author;Date;Reaction;Comment
ip100.a;الأربعاء 13 دجنبر 2023 - 15:14;98;لن يتم التعويض مادام هناك اقتطاع
سليم;الأربعاء 13 دجنبر 2023 - 15:15;-214;ماذا تنتظر الدولة!!!. يجب طرد اشباه الاساتذة المضربين و تطبيق القانون ضدهم.اين هيبة البلاد!!!. و الله لن ينتهي هذا الكابوس الاّ بالصرامة ضد خونة الامانة. و لتكن سنة بيضاء على الجميع. “حاملي الشهادات موجودين”. نحن كشعب مع الدولة لمواجهة المتقاعسيين و الاستغلاليين.
تيسة;الأربعاء 13 دجنبر 2023 - 15:16;106;"المحضر مليئ بالتوجيه والتخطيط والتدبير والمتصرفون والساحة مليئة باساتذة غاضبون سُرقت اموالهم واُهينت كرامتهم.. باختصار المطالب في واد والحكومة في واد اخر ولاستدعاء نقابات متهالكة متكالبة على نضالات الاساتذة واستبعاد من صدحت حناجرهم في كل شوارع الوطن ضد نظام سيؤطرهم لعقود دلالة واضحة هو ان الحكومة لا يهمها احتواء الاحتجاج بقدر ما يهمها تسجيل توقيعات واتفاقات نقابية على زيادة دراهيم و َتوثيقها لاستعمالها سياسيا وانتخابيا… النظام الاساسي لازال كما كان والتنسيقيات لازالت في الميدان وابناؤنا لا زال زمن تمدرسهم سيُهضر ولا حول ولا قوة الا بالله.
اعتقد ان في اصرار الوزارة على تمرير هذا النظام الاساسي المعطوب والظالم للفئة الاكثر نشاطا في القطاع مكيدة ضد مصلحة المدرسة العمومية والسلام."
عادل;الأربعاء 13 دجنبر 2023 - 15:18;174;هذه سنة زرقاء بشهادة الجميع…التلاميذ سينجحون طبعا ولكن زرگين…والمسؤول الأول أخنوش ومن معه…
Abdo;الأربعاء 13 دجنبر 2023 - 15:19;167;واش عيشين فشي كوكب من غير الكرة الأرضية راه الأغلبية دايرين الاضراب وتيقولوا مزال مستمريين فيه …عطوهم حقهوم وخلونا نسالو من هاد المسلسل…. الله ياخد الحق فالحمومة
مواطن حر;الأربعاء 13 دجنبر 2023 - 15:19;145;تتحدثون عن انفراج الأزمة….. يكفي ان تتجه نحو أقرب مؤسسة تعليمية لتجدها موصدة ، بسبب استمرار الإضراب ، عطيو الاساتذة والمدرسة العمومية حقها ، مطالبهم مشروعة ، ضاع المجتمع بضياع التعليم العمومي و معه مكانة الأستاذ.
آية دعاء;الأربعاء 13 دجنبر 2023 - 15:20;99;برنامج الدعم لم يستفد منه تلاميذ الوسط القروي، بالنسبة للإضراب فهو يشكل 99% فتقريبا كل المؤسسات معطلة والحكومة مازالت تحاور هههه لو كان يهمها مصلحة التلاميذ لأسقطت النظام الظالم للأساتذة و للمدرسة العمومية ولوكان راهم دابا فالأقسام.
إطار;الأربعاء 13 دجنبر 2023 - 15:20;-87;الحل هو تمديد السنة الدراسية لغاية منتصف شهر غشت .
مواطن;الأربعاء 13 دجنبر 2023 - 15:20;-41;المشكل لم يحل بعد الأساتذة لازالو مضربين الحل هو سنة بيضاء حتى تجد الوزارة والدولة حل جذري للمنظومة ككل
أستاذ;الأربعاء 13 دجنبر 2023 - 15:21;72;"لازال الأساتذة متشبتين بمطالبهم الأساسية كإسقاظ نظام المآسي ورد الاعتبار للمدرسة العمومية ولكرامة الأستاذ ومجانية التعليم، ولم يقع بعد أي انفراج على الساحة، والمسيرات تؤكد ذلك
فلا داعي للكذب على الرأي العام"
بشير;الأربعاء 13 دجنبر 2023 - 15:21;64;ولكن الأساتذة لا زالوا مستمرين في الإضراب .فقبل زحزحة العطل او تمديد السنة الدراسية اوجدوا الحل مع الأساتذة ليعودوا إلى فصول الدراسة.ها هو تفاوضكم مع نقابات منكم وإليكم لم يعد الأساتذة الي الأقسام .هم يطالبون بسحب النظام المجحف وانتم متعنتون والتلاميذ ضائعون .
سميح;الأربعاء 13 دجنبر 2023 - 15:22;55;"الدراسة متوقفة والمسؤول الأول هو وزارة التربية …المضربون هم الأساتذة والحكومة مع بن موسى حققت مطالب غير المضربين ” مديرين …ومفتشين..” مطالب الأساتذة واضحة ونتحدى بن موسى أن يقول أنه حاور المعنيين بالأمر…؟
النقابات لا تمثل المضربين ” هناك تنسيقية موحدة للأساتذة”"
التلاميد.ينتضرون.;الأربعاء 13 دجنبر 2023 - 15:23;20;جميع التلاميد.واولياؤهم ليس لهم علم نهاءيا. عن.رجوع الاساتدة.الى عملهم.بعد.العطلة ومن الاحسن ان.تقوم الوزارة بتبليغ..المواطنين.وابناءهم عبر.قنوات.السمعي البصري ليلتحق.الجميع الى مدارسهم كالمعتاد..سابقا. وشكرا
مواطن;الأربعاء 13 دجنبر 2023 - 15:23;-43;السيد مدير الموارد البشرية الحل عندكم واضح تبليغ في ظرف أسبوع إلى مراجعش تطبيق مسطرة التوقيف العمل بدون السبب بدون حرمان من التعويضات العائلية ايضا اقتطاع أجرة شهر دجنبر كمالة جميع الحلول بين يد الوزارة خاص غير تطبيق
مغربي من الشعب;الأربعاء 13 دجنبر 2023 - 15:24;11;واضح ان الاستهتار بالمسؤولية صار سيد الموقف والسبب الرئيسي أن موظفي الدولة بدون استثناء يدرسون أبنائهم بالتعليم الخصوصي لا يهم أن يقي أبناء الشعب بدون دراسة.
متابع واب لتلميذين;الأربعاء 13 دجنبر 2023 - 15:25;37;سياسة الهروب الى الامام هي التي جاءت في هذا النص،ومتى عاد التلاميذ الى اقسامهم؟كل المدارس والاعداديات فارغة على عروشها،ماهذا العبث،لا تريد الحكومة حل المشكل المتمثل في النظام المشؤوم،يكفي ان تسحب الحكومة الفاشلة هذا النظام فيعود الاساتذة الى عملهم أما مسألة الزيادة فليست هي التي فجرت هذا المشكل،فالزيادة في الرواتب لا أحد يرفضها ولكن المشكل الاساسي هو النظام الاساسي.
أب متضرر;الأربعاء 13 دجنبر 2023 - 15:25;49;"الضحية أولا و أخيرا هو التلميذ. لقد ضاع أبناؤنا هذه السنة!
كل يبحث عن مصلحته لا غير.
لا حول و لا قوة إلا بالله العلي العظيم"
الحسم يا عباد الله;الأربعاء 13 دجنبر 2023 - 15:25;9;"بدون لف ولا دوران وبما أن الدولة ولا الاساتذة لا يهمهم مصلحة البلاد والعباد فعلينا نحن الشعب تسلم زمام المبادرة على الشكل التالي:
أولا: يجب على الأباء والأولياء الامتناع عن اداء الضرائب لأنها المصدر الرئيسي لأجور الاساتذة وهي في الأصل مقابل للخدمة العمومية، وذلك من أجل الضغط على الطرفين للخضوع لرغبة ومصلحة الشعب
ثانيا: توزيع مبالغ الاقتطاع على أسر التلاميذ بصفتهم متضررين من الاضراب عسى أن يستعينوا بها في أداء الساعات الاظافية لانقاذ ما يمكن انقاذه، ولا يجب اعادتها إلى الخزينة واستفادة اللوبي الحاكم والخواص منها.
ثالثا: وجوب رفع دعوى قضائية على الحكومة والاساتذة على حد سواء لجبر الضرر الحاصل للتلاميذ وأوليائهم ومن أجل إعادة تشغيل المرفق العمومي التعليمي المتوقف حاليا.
رابعا: دسترة إلغاء التعليم الخصوصي وضمان مجانية واستمرار التعليم العمومي من أجل غلق الطريق أمام الحكومة من التفكير مستقبلا في كيفية التخلص من القطاع العام بهذه المكر والمنكر.
خامسا : طرد الاساتذة المضربين واستغلال أجورهم في منح ألواح وحواسيب للتلاميذ وربط مجاني بالانترنيت وتقديم دروس رقمية إلى غاية مرور هذه الجائحة."
متتبع مستاء;الأربعاء 13 دجنبر 2023 - 15:27;22;"الحل بيد الحكومة، بمجرد سحب النضام الأساسي سيرجع الأساتذة إلى فصولهم. مطالبهم مشروعة أولها رد الاعتبار، بعدها يفتح نقاش علي النقط الأساسية…
باراكا من إذلال مربوا الأجيال…"
أب تلميد;الأربعاء 13 دجنبر 2023 - 15:28;-11;سنة بيضاء مع تجميد الرواتب وتسريح الاساتدة المضربين
كوبونبو;الأربعاء 13 دجنبر 2023 - 15:30;-15;مرة أخرى اذكر عبر هذه الصفحة بضرورة إلغاء العطل البينية والاكتفاء فقط ب3عطل و الدراسة يوم السبت صباحا مساء ،التلاميذ عليهم ان يعلموا ان الراحة لا توجد الا في مخيلة بلطجية ومخربي التعليم بالاعتماد على النمط الكندي فنحن في المغرب وليس كندا فانتجنا جيلا من المتخادلين تلاميذ وطلاب واشباه الاساتذة .
عبد الله;الأربعاء 13 دجنبر 2023 - 15:31;4;شريطة استرجاع المبالغ المقتطعة و تعديل النظام الأساسي
الرقشي;الأربعاء 13 دجنبر 2023 - 15:35;7;لماذا تكون الإضرابات مع كل دخول مدرسي أليس عيب في حق التلاميذ أم أنها لعبة بينا النقابات والتنسيقيات لا أفهم هذه المعادلة
عبدو;الأربعاء 13 دجنبر 2023 - 15:37;19;ما طفرتوه والعام كان كامل مابقى غير وهو ناقص. اكبر عقبة في إصلاح التعليم هي الأكاديميات التي تكلف الدولة أمواله طائلة بلا طائل
حسبنا الله;الأربعاء 13 دجنبر 2023 - 15:41;8;ضاعوا اولادنا بين تعنت الحكومة وتعنت الاساتذة،وكلنا الله عليكم بجوج.أكيد هذا التسيب منكما معا لن يمر عليكما بسلام.
صوت الضمير;الأربعاء 13 دجنبر 2023 - 15:41;-6;"أين هو حب الوطن، اين هي الوطنية؟
هؤلاء الأساتذة ينفذون أجندة خارجية ،ويتأمرون على استقرار الوطن
يجب على الدولة المغربية، وبالخصوص وزارة التربية الوطنية تطبيق مسطرة العزل في حق كل أستاذ مضرب متغيب عن العمل بدون رخصة. وذلك من خلال تطبيق الفصل 75 من قانون الوظيفة العمومية ،وامهال الأساتذة المتغيبين مهلة اسبوع للالتحاق بمقرات العمل انطلاقا من 13 دجنبر الجاري.
لقد مللنا من هاته الاضرابات الغير المشروعة.
يجب أن تطبق مسطرة العزل في حق كل متغيب. والبحث عن بديل مستعجل لتوظيف أطر تربوية"
إبن بطوطة;الأربعاء 13 دجنبر 2023 - 15:44;16;على من تضحكون الإضراب متواصل.جدوا الحل مع رجال و نساء التعليم أولا ثم بعد ذالك إنتقلوا إلى حل مشكل الهدر المدرسي.هكذا بكل بساطة.التعليم أصبح في خبر كان.أظن أن تعنت المسؤلين في هذا القطاع المهم و الدي يجب أن يحظا بأناس لهم الغيرة و الحب لهذا الوطن الغالي أن يسيروه.لأنه أساس التقدم و الإزدهار و الرخاء و النماء.كفى كفى كفى أبنائنا هم الضحايا،إتقوا الله يا
أب تلميذ;الأربعاء 13 دجنبر 2023 - 15:45;17;لماذا لم يتم عزل وزير التعليم ومحاسبته،هل وجب تضحية ب 8 مليون تلميذ وتلميذة من أجل كرسي وزاري لبنموسى ،هذا شخص دون المستوى وقراراته وضعت آخر مسمار في نعش التعليم
Yns;الأربعاء 13 دجنبر 2023 - 15:46;6;"واش عمرك سمعتي بالمقرر المبتور
هو يا سيدي اقتطعتي للأستاذ الايام لي مخدمهاش لاش غيكمل المقرر حيت هو مغديش يعوض ساعات العمل لي متخلصش فيها
اللهم الا رجعتيليه فلوسو يخدم الأحد أو حتى العطل باش يعوض"
mowaten x;الأربعاء 13 دجنبر 2023 - 15:47;8;الناس ديال التعليم مزالين إضراب حتى يبداو الدراسة عاد تكلمو على التعريض الزمن المدرسي الحال باقي كما كان تقريبا جميع رجال ونساء التعليم مضربين بلاما تضركو الشمس بالغربال
رمادي;الأربعاء 13 دجنبر 2023 - 15:48;-6;الحل: سنة بيضاء للعموم .طرد المشوشين والتقاعسين والفاشلين من التعلم العمومي. تكوين أطر جديدة من حاملي الشهدات والمعطلين ، وفرض نظام جديد للكعلمين . هدا الرد لا يعجب من لا يغير على أطفال المغرب الحبيب
